1: 55-21×1=
2543: 90-(45-32)=
2544: 42-12-2=
2545: 26-4×2=
2546: 67-8+19=
2547: 1×80-79=
2548: 66-45+1=
2549: 8×11-31=
2550: 2+67-51=
2551: 83-39+52=
2552: 96-2×8=
2553: 26+26-39=
2554: 84-79+22=
2555: 1×39+14=
2556: 1×97-27=
2557: 41×1+13=
2558: 99-28×1=
2559: 1×60+21=
2560: 48-8+55=
2561: 98-(68+13)=
2562: 92-51-18=
2563: 44-21+6=
2564: 15+16+2=
2565: 86-4-77=
2566: 87-(53+11)=
2567: 50+35-74=
2568: 95-25-10=
2569: 97-36×1=
2570: 92-(76+1)=
2571: 2×49-28=
2572: 3×23-11=
2573: 59×1+33=
2574: 92-(65-54)=
2575: 60-45+3=
2576: 21-12+9=
2577: 90+8-29=
2578: 37-(1+27)=
2579: 48-4×3=
2580: 85-39+48=
2581: 89-34+12=
2582: 1×15+36=
2583: 52+44-25=
2584: 57-(83-57)=
2585: 2×35+28=
2586: 1×13+62=
2587: 64+21-16=
2588: 92-28-8=
2589: 28-6+21=
2590: (66-62)×5=
2591: 56-(11+20)=
2592: 44+54-96=
2593: 22+62-83=
2594: 53-(85-37)=
2595: 23+44-19=
2596: 30×2-10=
2597: 87×1-45=
2598: 18×3+21=
2599: 21+68-58=
2600: 42-(77-74)=
2601: 86-38+51=
2602: 74-66+72=
2603: 1×11×9=
2604: 81-1×49=
2605: 53-(11+10)=
2606: 47-5×9=
2607: 99-1×40=
2608: 60-(12+42)=
2609: 26+65-74=
2610: 76-1+13=
2611: 6×11-5=
2612: 2×34+16=
2613: 45-11×1=
2614: 33+52-12=
2615: 6×10+28=
2616: 1×37+23=
2617: 7×1+7=
2618: 89-(88-14)=
2619: 90+3-11=
2620: 86-76+40=
2621: 9+16+2=
2622: 11+80-40=
2623: 96-(64+25)=
2624: 66+3+11=
2625: 15-(74-73)=
2626: 86-17-52=
2627: 93-4×6=
2628: 82+7-2=
2629: 9×4+54=
2630: 42×1+27=
2631: 28×2+42=
2632: 12×4-45=
2633: 31+65-25=
2634: 24+28-44=
2635: 74×1-52=
2636: 24+9+19=
2637: 93×1-42=
2638: 10-(14-5)=
2639: 65-14+46=
2640: 2×36+23=
2641: 6+62-2=
2642: 21×4-81=
2643: 81×1+15=
2644: 1×59+32=
2645: 93-(94-9)=
2646: 1×70-35=
2647: 17+63+18=
2648: 4+84-48=
2649: 97-49+17=
2650: 42+11-16=
2651: 91-53-19=
2652: 68-(79-18)=
2653: 24-11+64=
2654: 6×4+10=
2655: 80-64+51=
2656: 7×10-4=
2657: 3+37-39=
2658: 96-1×24=
2659: 35×2-31=
2660: 19-(39-20)=
2661: 11+64-70=
2662: 94-19-59=
2663: 46-(47-22)=
2664: 45-(45-24)=
2665: 83-(64+19)=
2666: 58-19×2=
2667: 86+2-19=
2668: (46-40)×9=
2669: 29+25-15=
2670: 61+38-45=
2671: 82-74+48=
2672: 38+31-56=
2673: 7×9-27=
2674: 82+4-43=
2675: 45-(46-20)=
2676: 94-80+71=
2677: 42-(54-51)=
2678: 65-36+15=
2679: 4×20-76=
2680: 33+12+37=
2681: 1×53-36=
2682: 68-44-1=
2683: 88+1-71=
2684: 47-6×1=
2685: 70-17+35=
2686: 31-4+44=
2687: (2+6)×2=
2688: 57-(94-46)=
2689: 71-3×10=
2690: 25+44-17=
2691: 96-(98-50)=
2692: 87-(7+31)=
2693: (68-66)×32=
2694: 53-(99-88)=
2695: 62-(18+11)=
2696: 55+36-89=
2697: 82+14-20=
2698: 73-(54-31)=
2699: 35+37+23=
2700: 69-11-3=
2701: 9×9+3=
2702: 64-(78-28)=
2703: 96-87-5=
2704: 32+37+3=
2705: 66-10×2=
2706: 1×64-22=
2707: 38-6+19=
2708: 4×16-17=
2709: 89-23×2=
2710: 5×5+71=
2711: 52-(57-38)=
2712: 6×10-39=
2713: 9×1+2=
2714: 45-11+45=
2715: 31+23-13=
2716: 4+70-53=
2717: 9+4+16=
2718: 70+4-40=
2719: 18+44-27=
2720: 41+17+12=
2721: 72-20-31=
2722: 93-35-1=
2723: 96-6+9=
2724: 90-82+73=
2725: 4×10+8=
2726: 71-21+6=
2727: 92-71+17=
2728: 4×23-84=
2729: 92-(92-79)=
2730: 43+18-52=
2731: 34×2-37=
2732: 7×1+71=
2733: 3+38-38=
2734: 28-15+49=
2735: 25-(97-80)=
2736: 97-1×77=
2737: 1×70+21=
2738: 5×10+8=
2739: 1×72-62=
2740: 34-27+53=
2741: 79-(46+29)=
2742: 15×1+84=
2743: 87-50-30=
2744: 55×1-40=
2745: 43-1-18=
2746: 76-15+28=
2747: 64-(14+46)=
2748: 21×3+28=
2749: 89+5-15=
2750: 1+83-77=
2751: 39-9×4=
2752: 75-(41-11)=
2753: 86-35-15=
2754: 49+34-37=
2755: 66+27-92=
2756: 20+19-29=
2757: 18-(75-71)=
2758: 80-(88-82)=
2759: 91-21×2=
2760: 1×65-1=
2761: 57-14+14=
2762: 88-16-45=
2763: 82-74+59=
2764: 91-(39+37)=
2765: 49-38+39=
2766: 1×46-29=
2767: 76-42-11=
2768: 41+45-62=
2769: 43+17-1=
2770: 97-33-29=
2771: 68-(48-27)=
2772: 69-42+67=
2773: 47-23-13=
2774: 10+36-38=
2775: 16+82-91=
2776: 88-6-5=
2777: 44+26-11=
2778: 98-30-14=
2779: 74-10-25=
2780: 65-62+72=
2781: 16+18-33=
2782: 93-1×68=
2783: 61+22+2=
2784: 1×45-36=
2785: 24+53-7=
2786: 19+68-55=
2787: 87-(80+2)=
2788: 29+37-39=
2789: 10×8-18=
2790: 75-(44-44)=
2791: 14+7+8=
2792: 2×20-17=
2793: 72-(7+40)=
2794: 2+6+24=
2795: 94-(21+68)=
2796: 77+18-81=
2797: 5×4+66=
2798: 74-12×6=
2799: 1×2+57=
2800: 68-63+49=
2801: 2×19+47=
2802: 4×7-14=
2803: 35+45+2=
2804: 52-(43+8)=
2805: 80-31+44=
2806: 16+79-40=
2807: 3×28-55=
2808: 9+47-1=
2809: 2×26+7=
2810: 25×3-2=
2811: 92-9-61=
2812: 4+68+6=
2813: 10+30+10=
2814: 23-6+70=
2815: 48+50-91=
2816: 7×6+45=
2817: 23+22+15=
2818: 37+25-31=
2819: 37-(56-34)=
2820: 91-4×7=
2821: 27-17+20=
2822: 73-18×3=
2823: 53-33+46=
2824: 66-16-25=
2825: 1×33+48=
2826: 48×1-11=
2827: 47×2-90=
2828: 72-2×31=
2829: 66+8+17=
2830: 7+63-42=
2831: 66+17-4=
2832: 50+43+6=
2833: 1×29+52=
2834: 98-33+4=
2835: 51+45+1=
2836: 24+48-21=
2837: 86-(69-9)=
2838: 93-1×6=
2839: 70+14-70=
2840: 51+39-26=
2841: 2×33+3=
2842: 64+3-35=
2843: 3×6+11=
2844: 40-33×1=
2845: 96-53+20=
2846: 70-5×2=
2847: 46-(73-40)=
2848: 43+3+16=
2849: 19-(76-65)=
2850: 61-53-7=
2851: 99-(97-1)=
2852: 31+3+45=
2853: 71-(60-47)=
2854: 61-(41-14)=
2855: 75-1×35=
2856: 87-(52-14)=
2857: 37-4-1=
2858: 99-4-57=
2859: 25×3+8=
2860: (44-42)×26=
2861: 41×2-4=
2862: 17×5-5=
2863: 63-(84-41)=
2864: 1×20-10=
2865: 55+4-7=
2866: 99-(45+5)=
2867: 95-1-3=
2868: 74+8-50=
2869: 60-17+56=
2870: 34+4-7=
2871: 9×11-70=
2872: 78-43+19=
2873: 29-1+26=
2874: 18+59-28=
2875: 38+8+18=
2876: 43-9-1=
2877: 79+15-18=
2878: 20+76-63=
2879: 56-(39-25)=
2880: 66+25-68=
2881: 80+6-41=
2882: 76-74+96=
2883: 40-2×3=
2884: 62-(17+41)=
2885: 86-(20+4)=
2886: 73-(3+14)=
2887: 91-30×3=
2888: 8-7+23=
2889: 38-33-2=
2890: 16+51-20=
2891: 49-4×7=
2892: 98-1×27=
2893: 87-17×4=
2894: 72-(70-35)=
2895: 81-1×4=
2896: 79-69+35=
2897: 42+4+23=
2898: 3×33-1=
2899: 92×1-50=
2900: 3+80-43=
2901: 27-(13+11)=
2902: 23-(73-51)=
2903: 3×4+60=
2904: 44-(17+5)=
2905: 15+3-13=
2906: 41-(32-25)=
2907: 26-(3+7)=
2908: 70+22-45=
2909: 82-(23+28)=
2910: 75-44-16=
2911: 4×18-51=
2912: 77-(40-3)=
2913: 16+68-45=
2914: 3+94-4=
2915: 7×8+20=
2916: 98-22×4=
2917: 87-(74-16)=
2918: 84-27-1=
2919: 4×20-3=
2920: 3+29-6=
2921: 25+55-43=
2922: 94-86+68=
2923: 49+33+8=
2924: 5×5+15=
2925: 26+10+37=
2926: 74+10-69=
2927: 1×72-66=
2928: 56-(73-60)=
2929: 85-(37-16)=
2930: 52-(83-53)=
2931: 43-31-10=
2932: 40+58-88=
2933: 12-(92-83)=
2934: 84+7-24=
2935: 47-(81-36)=
2936: 81-2×24=
2937: 44+46-17=
2938: 39×1+18=
2939: 51-(40-38)=
2940: 91+8-56=
2941: 72-(13+14)=
2942: 1×91+8=
2943: 99-83+7=
2944: 31+32+35=
2945: 19×5+2=
2946: 47+8-53=
2947: 74-(8+16)=
2948: 71×1+4=
2949: 1×45+14=
2950: 55-26-8=
2951: 91-(89-46)=
2952: 27+61-63=
2953: 29-1×22=
2954: 62-29×1=
2955: 62+6-20=
2956: 78-53+13=
2957: 62×1+21=
2958: 93-(56+16)=
2959: 30+68-4=
2960: 71-(5+35)=
2961: 90-1×40=
2962: 85-43-15=
2963: 76×1-74=
2964: 77-(53+6)=
2965: 28+35+31=
2966: 91-26-19=
2967: 40-(61-30)=
2968: 31×3-5=
2969: 1×61+23=
2970: 4×21-55=
2971: 4×14+38=
2972: 95-63+46=
2973: 69-(28+39)=
2974: 68-2×27=
2975: 80-69+6=
2976: 80-51×1=
2977: 25+49-55=
2978: 78-69+61=
2979: 88-(19+37)=
2980: 45+26-11=
2981: 7+45+21=
2982: 95-7-31=
2983: 72-(54+7)=
2984: 56-44+61=
2985: 62-4-39=
2986: 86-25×1=
2987: 29+33+30=
2988: 56-(34+6)=
2989: 78-52-10=
2990: 7×14-97=
2991: 53-(61-45)=
2992: 94-11-69=
2993: (94-81)×6=
2994: 21-(30-26)=
2995: 23-(89-77)=
2996: 65-31+26=
2997: 63-51+36=
2998: 60-(61-34)=
2999: 77-4×17=
3000: 73×1+21=
3001: 14+25-2=
3002: 84-8-70=
3003: 86-43×2=
3004: 98×1-17=
3005: 5+63-41=
3006: 91-16-22=
3007: 35×2-1=
3008: 3×13+20=
3009: 88-(69-57)=
3010: 42-41×1=
3011: 94-1×62=
3012: 1×93-29=
3013: 87+3-45=
3014: 79+17-1=
3015: 53-22×2=
3016: 86-3-3=
3017: 97×1×1=
3018: 25×1-12=
3019: 1×51+41=
3020: 83-45-22=
3021: 41+27-65=
3022: 97-(27+25)=
3023: 72-22×1=
3024: 77-(16+11)=
3025: 41-4+28=
3026: 96-(29+45)=
3027: 71-(91-70)=
3028: 84-11×4=
3029: 74-(76-14)=
3030: 32-(66-46)=
3031: 94-(30+50)=
3032: 54-1×21=
3033: 45+6-48=
3034: 20-(27-7)=
3035: 15-14×1=
3036: 37+28-15=
3037: 74+5-1=
3038: 86-33-24=
3039: 82×1-28=
3040: 83-5×4=
3041: 59-(97-55)=
3042: 51-23+37=
3043: 93-21×4=
3044: 3×21-45=
3045: 16×4+26=
3046: 1×40+52=
3047: 35-(6+13)=
3048: 52+40-18=
3049: 93-(11+51)=
3050: 30×1-12=
3051: 13×1+4=
3052: 94-14×2=
3053: 13+8+65=
3054: 61-56+9=
3055: 92-(61+24)=
3056: 55-8-32=
3057: 1×18+58=
3058: 28+56-59=
3059: (67-66)×36=
3060: 5×5+57=
3061: 84-19×3=
3062: 33+29-5=
3063: 69-39+59=
3064: 9+17-23=
3065: 84×1-14=
3066: 85-(57+10)=
3067: 3×29-84=
3068: 14+3+79=
3069: 11+44+22=
3070: 87×1-45=
3071: (37-36)×19=
3072: 50×1+35=
3073: 8×4-14=
3074: 9+23+54=
3075: 95-73+49=
3076: 62+14-3=
3077: 69-33+41=
3078: 33×1+16=
3079: 62-3×17=
3080: 33-(52-41)=
3081: 57-41+73=
3082: 45+14-18=
3083: 57+29-61=
3084: 26+60-61=
3085: 2×28+30=
3086: 16×6-42=
3087: 56-6×2=
3088: 32-7×3=
3089: 59-16-18=
3090: 11×9-35=
3091: (7-7)×5=
3092: 58+30-25=
3093: 96-45+25=
3094: 45+8-31=
3095: 43+44-52=
3096: 1×93-82=
3097: 70-68+53=
3098: 76-17-37=
3099: 53-(38-19)=
3100: 1×66+25=
3101: 33×1+36=
3102: 32+66-77=
3103: 56+13+5=
3104: 31-27+57=
3105: 87+6+4=
3106: 57+39-12=
3107: 94-1-60=
3108: 26×1+58=
3109: 5×12+39=
3110: 54+35-43=
3111: 69+17-52=
3112: 10×9-43=
3113: 67-34-21=
3114: 88-15-38=
3115: 97-(7+67)=
3116: 80+6-23=
3117: 77-(75-9)=
3118: (95-93)×18=
3119: 82-(34-25)=
3120: 61-44+52=
3121: 57-38+75=
3122: 11×5-35=
3123: 20+48+11=
3124: 3×13+60=
3125: 56-49+44=
3126: 58-(94-40)=
3127: 32+7+58=
3128: 41+33-73=
3129: 5×3+33=
3130: 46-35+59=
3131: 32+47+3=
3132: 41-(36-21)=
3133: 29×2-21=
3134: 49×2-26=
3135: 11×8+10=
3136: 24+65-29=
3137: 69-(25+31)=
3138: 18×2+59=
3139: 88-(78-13)=
3140: 46-30×1=
3141: 14×7-5=
3142: 4×13+37=
3143: 5+87-60=
3144: 76-(88-16)=
3145: 52-(38-8)=
3146: 64-3×19=
3147: 50-47+11=
3148: 68-4-52=
3149: 51+30-32=
3150: 8×10-47=
3151: 67+6-4=
3152: 90-44+12=
3153: 96-80+53=
3154: 80+16-86=
3155: 98-37+10=
3156: 26-22-1=
3157: 44×1-17=
3158: 30+53+2=
3159: 6×14+6=
3160: 83×1-70=
3161: 99-1×51=
3162: 35-(33-27)=
3163: 85-6×5=
3164: 1×5+11=
3165: 7+74-11=
3166: 6+79-5=
3167: 93-23-58=
3168: 96-11+5=
3169: 62+1+28=
3170: 2×25+38=
3171: 88-83+43=
3172: 65-22+34=
3173: 79-38-39=
3174: 2×44-35=
3175: 10-9+91=
3176: 32-13×2=
3177: 80-(13-4)=
3178: 4×19+10=
3179: 32×3-21=
3180: 29-(84-81)=
3181: 29-4+32=
3182: 95-(43+44)=
3183: 19×5-51=
3184: 4×2+56=
3185: 2×26+10=
3186: 7×12-32=
3187: 30-8+7=
3188: 2×49-4=
3189: 86+10-63=
3190: 23+3+7=
3191: 27-1×12=
3192: 85×1-67=
3193: 1×96-73=
3194: 14+75-42=
3195: 44+9-52=
3196: 26+29-14=
3197: 19×4-7=
3198: 69-28+5=
3199: 78-(25+44)=
3200: 92-5+1=
3201: 74-(38+4)=
3202: 99-40+1=
3203: 91-58-1=
3204: 91+7-21=
3205: 82-(28+46)=
3206: 37-(41-24)=
3207: 2×43+12=
3208: 35×2-45=
3209: 11+82-9=
3210: 50×1+6=
3211: 8×4+37=
3212: 44×1-15=
3213: 39-(36-26)=
3214: 30×3-12=
3215: 46+37-53=
3216: 8×4+18=
3217: 26+52+6=
3218: 92-(10+37)=
3219: 73-10+3=
3220: 25+73-26=
3221: 8×11-55=
3222: 26+21-14=
3223: 66-44+27=
3224: 22+54-75=
3225: 91-4×21=
3226: 23+16+55=
3227: 92-5×8=
3228: 30+23+39=
3229: 46+12-14=
3230: 96×1-67=
3231: 8×8-12=
3232: 1×79+12=
3233: 7×10-62=
3234: 3×11-3=
3235: 80-(81-3)=
3236: 11+72-2=
3237: 64-(75-54)=
3238: 52-25-2=
3239: 30+17+40=
3240: 72-(5+26)=
3241: 70-(42+15)=
3242: 94×1-80=
3243: 2×3×1=
3244: 72-1×13=
3245: 47-(24+20)=
3246: 32+42+18=
3247: 77-(80-76)=
3248: 64-30+40=
3249: 65-(7+55)=
3250: 20+7+19=
3251: 67-(4+9)=
3252: 1×65+15=
3253: 47-(76-47)=
3254: 47×2-8=
3255: 50-3×7=
3256: 3×9-15=
3257: 21×1+57=
3258: 7×4-7=
3259: 6×9-21=
3260: 3×31-21=
3261: (37-36)×25=
3262: 75-20+2=
3263: 42+49-49=
3264: 3×29-45=
3265: 3×6+80=
3266: 45-3×6=
3267: 34+43-1=
3268: 61-15×3=
3269: 54+21-52=
3270: 10+31+5=
3271: 40-8-27=
3272: 95-86+45=
3273: 84-6×5=
3274: 15+69-27=
3275: 77-(47-13)=
3276: 59-(53-11)=
3277: 28+49-9=
3278: 67-52+1=
3279: 3×1×28=
3280: 59×1+22=
3281: 3×13-28=
3282: 75-49+72=
3283: 10×6+12=
3284: 16+32-14=
3285: 4+21+71=
3286: 75-1×67=
3287: 22+64-63=
3288: 77+13-78=
3289: 51-43+33=
3290: 5×12-14=
3291: 97×1-5=
3292: 65-8+10=
3293: 33-23+49=
3294: 2×23+51=
3295: 93-(31-26)=
3296: 60-1×39=
3297: 80-(85-51)=
3298: 81-(14+47)=
3299: 38-22×1=
3300: 73-44-3=
3301: 31×1-28=
3302: 29-28+50=
3303: 64-(60-2)=
3304: 78-3-4=
3305: 91-1×49=
3306: 73-49+60=
3307: 3×3+5=
3308: 87+10-57=
3309: 1×99-50=
3310: 51-(12-1)=
3311: 54+42-94=
3312: 13+47+2=
3313: 26-24+42=
3314: 2×31+31=
3315: 89-(76-21)=
3316: 76-15+30=
3317: 75-(16+52)=
3318: 4×7+35=
3319: 85-(65-14)=
3320: 5×19-26=
3321: 1×85-45=
3322: 87-(32-19)=
3323: 18+80-61=
3324: 70-(40-18)=
3325: 63-(95-89)=
3326: 24-(30-27)=
3327: 83-47+17=
3328: 69-(47+8)=
3329: 77-(14+30)=
3330: 61+15-12=
3331: 1×78-40=
3332: 48×2-8=
3333: 13×2×2=
3334: 87-33+37=
3335: 51-44×1=
3336: 42-21+36=
3337: 11+85-60=
3338: 88-14×6=
3339: 17+62+1=
3340: 93-(54-9)=
3341: 11×5-16=
3342: 4×21-58=
3343: 49+19-44=
3344: 20×4-23=
3345: 90-1×14=
3346: 1×51+8=
3347: 83-29-52=
3348: 1×27-18=
3349: 90+1-21=
3350: 54-1×6=
3351: 18-2+43=
3352: 16×4-32=
3353: 63-31+55=
3354: 68+21-32=
3355: 83-2×36=
3356: 60×1-11=
3357: 72+7+10=
3358: 1×99-23=
3359: 57-(22+32)=
3360: 69+30-32=
3361: 47-(9+5)=
3362: 94-11×8=
3363: 88-37-29=
3364: 34-1×10=
3365: 4×7+67=
3366: 83-20+7=
3367: 90-(6+67)=
3368: 79-(58-34)=
3369: 82-(73-14)=
3370: 77-2×12=
3371: 30×2+39=
3372: 37×1-3=
3373: 49+33-70=
3374: 64-14-6=
3375: 93-(35-30)=
3376: 45+28-23=
3377: 84-20+10=
3378: 50+5+39=
3379: 64-(61-6)=
3380: 86-(3+62)=
3381: 67+17-16=
3382: 74-24-42=
3383: 81-53+38=
3384: 1×82-53=
3385: 74-(90-51)=
3386: 2×39-47=
3387: 16×4-3=
3388: 39+5+4=
3389: 51-10+51=
3390: 1×31+3=
3391: 56-(69-16)=
3392: 44+26-39=
3393: 76-(45+4)=
3394: 76-66+1=
3395: 5×11+30=
3396: 99×1-25=
3397: 31-2×7=
3398: 57-(27+9)=
3399: 11×6-23=
3400: 61-41+37=
3401: 7×9-40=
3402: 95-(52+24)=
3403: 95-(17-2)=
3404: 86-33+20=
3405: 45+24-46=
3406: 3×28-25=
3407: 58-(1+26)=
3408: 90-41×2=
3409: 50-26×1=
3410: 55+20-70=
3411: 1×47-26=
3412: 14+42-29=
3413: 86-(19+40)=
3414: 85-(71-51)=
3415: 24-1×18=
3416: 89-88+59=
3417: 44-27+14=
3418: 14+15+31=
3419: 53-22-7=
3420: 59-1×26=
3421: 89-21-16=
3422: (26-21)×12=
3423: 94×1-88=
3424: 3×1+18=
3425: 95-14×4=
3426: 88-24×3=
3427: 1×87-57=
3428: 57+33-47=
3429: 17-(5+2)=
3430: 90+2-29=
3431: 1×81-14=
3432: 69+4-63=
3433: 92-68×1=
3434: 41-22+53=
3435: 5×6+13=
3436: 57-(79-27)=
3437: 75-69+81=
3438: 1×26+53=
3439: 14+45+3=
3440: 13×6+18=
3441: 13+13+21=
3442: 92-35-49=
3443: 80-(86-64)=
3444: 77+4+9=
3445: 24-(95-73)=
3446: 69-55+73=
3447: 3×15-31=
3448: 1×49+10=
3449: 7×11-30=
3450: 3×31-87=
3451: 91-13×5=
3452: 50-(67-63)=
3453: 55-(53-38)=
3454: 61+21-63=
3455: 51-23+24=
3456: 17+82-53=
3457: 52+13-50=
3458: 75-52+2=
3459: 54-(78-74)=
3460: 76-73+22=
3461: 91-34+31=
3462: 98-(82-18)=
3463: 12+24-32=
3464: 65-53+54=
3465: (64-63)×39=
3466: 11-7+22=
3467: 14×6+7=
3468: 73+7+3=
3469: 94-4-47=
3470: 55+17-20=
3471: 23-(80-76)=
3472: 62-(58-17)=
3473: 3+46+23=
3474: 58+23+10=
3475: 66-17+32=
3476: 35-5×4=
3477: 25+14+5=
3478: 91-(78-15)=
3479: 94-1×56=
3480: 68-23+28=
3481: 74-27-16=
3482: 1×86-84=
3483: 82-42×1=
3484: 43-21-5=
3485: 68×1-24=
3486: 1×75-34=
3487: 2×8+4=
3488: 44+46+3=
3489: 91-6×5=
3490: 32×1-1=
3491: 22×3-54=
3492: 90-(10+3)=
3493: 84-62+54=
3494: (27-19)×5=
3495: 96-(97-29)=
3496: 38-(7+16)=
3497: 8×10-10=
3498: 71+4-60=
3499: 47+40-22=
3500: 52-1×51=
3501: 37-16×2=
3502: 91-(39-25)=
3503: 72-(23+44)=
3504: 79-14×3=
3505: 48-1×3=
3506: 29+4-22=
3507: 61+25+10=
3508: 93+4-74=
3509: 99-(69+20)=
3510: 90-31+29=
3511: 42-38-2=
3512: 33×1+31=
3513: 1×18+79=
3514: 79+16-8=
3515: 6×10+39=
3516: 7×13+6=
3517: 41+28-11=
3518: 58-(29-21)=
3519: 51×1-37=
3520: 10+22-14=
3521: 46-(14+10)=
3522: 33-(21+11)=
3523: 4+86-82=
3524: 77-(23-10)=
3525: 74-21-44=
3526: 36×1-14=
3527: 65×1+23=
3528: 55-14×2=
3529: 27+19+43=
3530: 40-36+14=
3531: 7+57-35=
3532: 4×22-84=
3533: 54-49+80=
3534: 10+2+10=
3535: 90-(26+57)=
3536: 64-5×12=
3537: 41+2+15=
3538: 60+13-25=
3539: 1×81-71=
3540: 1×37-16=
3541: 25×2-13=
3542: 56-(52-26)=
3543: 32+27+6=
3544: 68-2×3=
3545: 56-(29-6)=
3546: 39-(60-29)=
3547: 1+57-12=
3548: 15-(78-71)=
3549: 51+46-35=
3550: 94-(11+46)=
3551: 9×4-8=
3552: 30-30+58=
3553: 5+86-78=
3554: 2×34-22=
3555: 58-54+4=
3556: 51+40-39=
3557: 96-34-38=
3558: 31-1×25=
3559: 71-17×1=
3560: 78+7-67=
3561: 78-(19+3)=
3562: 95-(25+41)=
3563: 4×24-9=
3564: 80-(72-40)=
3565: 19+64-12=
3566: 3×13-13=
3567: 41+36-31=
3568: 15-7+31=
3569: 42×2-9=
3570: 75-(21+32)=
3571: 25×3-65=
3572: 83-(66+5)=
3573: 32×1-11=
3574: 9×7-1=
3575: 92-(95-27)=
3576: 86-49+29=
3577: 2×20+46=
3578: 35+2+32=
3579: 16+33+5=
3580: 85-(67-52)=
3581: 66-(78-32)=
3582: 7+59-24=
3583: 79-9+21=
3584: 80-1×67=
3585: 81-(94-25)=
3586: 55-1+18=
3587: 95-(36-8)=
3588: 72+19-24=
3589: 12-(67-66)=
3590: 1×24-22=
3591: 54-48+27=
3592: 2×18+28=
3593: 85+14-96=
3594: 45+1-44=
3595: 23+21+17=
3596: 65-55×1=
3597: 79-2×24=
3598: 66-63+13=
3599: 2×20+16=
3600: 69×1+4=
3601: 35-3+34=
3602: 66-22+16=
3603: 71-(18-7)=
3604: 1×85-10=
3605: 1×60-31=
3606: 3-(50-49)=
3607: 72-7×1=
3608: 45+46-20=
3609: 22+43+25=
3610: 28+69-91=
3611: 56+34-64=
3612: 58-(22-6)=
3613: 16×3+38=
3614: 87-18-14=
3615: 18-(45-44)=
3616: 9+34+53=
3617: 97-(64-15)=
3618: 97-15+8=
3619: 94-(53-31)=
3620: 66-56-7=
3621: 66-(47-33)=
3622: 51+8+3=
3623: 34+15+2=
3624: 12+18+50=
3625: 47×2-31=
3626: 7×2+80=
3627: 43×2-56=
3628: 66-(53-11)=
3629: 84-12×5=
3630: 2×45-45=
3631: 65+15-74=
3632: 66-27-2=
3633: 52-48+52=
3634: 41-(94-72)=
3635: 85×1-63=
3636: 7+27+26=
3637: 67+8-60=
3638: 84-(61-42)=
3639: 28-17-8=
3640: 71-34-33=
3641: 12×1+52=
3642: 62-50+12=
3643: 2+19+17=
3644: 76-25+40=
3645: 23×2+3=
3646: 61+8-28=
3647: 54-6-30=
3648: 81-(34+11)=
3649: 26-25+46=
3650: 67+21-44=
3651: 66-1×19=
3652: 95-28+1=
3653: 26-(82-66)=
3654: 69×1-15=
3655: 40+43-58=
3656: 93-6-56=
3657: 96-43+17=
3658: 53-7-27=
3659: 60-47+71=
3660: 95-92+88=
3661: 98-64+19=
3662: 2×4+13=
3663: 36+18-17=
3664: 14×5-61=
3665: 1×55+6=
3666: 65-22+9=
3667: 63-1×60=
3668: 88-(32+26)=
3669: 1×71-36=
3670: 10×1+10=
3671: 17+69-51=
3672: 1×15+66=
3673: 2+49+5=
3674: 50+30-36=
3675: 2×46-89=
3676: 42-31+11=
3677: 88-(74-49)=
3678: 77-11+17=
3679: 5+56-24=
3680: 75-46-22=
3681: 89-1×36=
3682: 98-(46-38)=
3683: 70-1×32=
3684: 46-(30-4)=
3685: 1×56+19=
3686: 9+85-20=
3687: 10×3-23=
3688: 8×9+23=
3689: 49-(48-23)=
3690: 96-(86-1)=
3691: 20×4+10=
3692: 37+41-71=
3693: (28-23)×7=
3694: 89-(93-48)=
3695: 32×3-12=
3696: 91-86+81=
3697: 32-(44-26)=
3698: 32+23+12=
3699: 32-(78-72)=
3700: 40-37+87=
3701: 52-(92-59)=
3702: 71-(70-39)=
3703: 77+10-56=
3704: 7×14-59=
3705: 39+37-56=
3706: 26+71-17=
3707: 32-(89-58)=
3708: 42+17-36=
3709: 91-33-29=
3710: 16-9+24=
3711: 44-(38-36)=
3712: 28+52-58=
3713: 11×1+21=
3714: 35-(55-35)=
3715: 56+35-81=
3716: 1×28-21=
3717: 89-(86-81)=
3718: 56+2+37=
3719: 35+31-9=
3720: 1+4+31=
3721: 26-(99-75)=
3722: 57+7-12=
3723: 1×33+1=
3724: 82×1-42=
3725: 50+48-63=
3726: 85-(33+44)=
3727: 43-(60-42)=
3728: 73-(21+28)=
3729: 59+30-13=
3730: 8+55-34=
3731: 42-30+7=
3732: 31×2+32=
3733: 64×1-27=
3734: 83-10×4=
3735: 51-20+37=
3736: 50-32+22=
3737: 21×2+38=
3738: 1×42+26=
3739: 87×1+6=
3740: 68-2×16=
3741: 51+3-50=
3742: (62-39)×4=
3743: 2×43-61=
3744: 71-(33+9)=
3745: 48+37-13=
3746: 37-(20-14)=
3747: 51-(16+16)=
3748: 47-19+33=
3749: 6×14-9=
3750: 25+26-37=
3751: 86-(81+2)=
3752: 64+15-12=
3753: 32+54-38=
3754: 46+32-77=
3755: 3×23+27=
3756: 7+60-4=
3757: 88-36×1=
3758: 1×73-5=
3759: 80+15+4=
3760: 97-2-62=
3761: 90×1-23=
3762: 11×5-28=
3763: 42×2-70=
3764: 33-(50-41)=
3765: 36×2-46=
3766: 91-43+50=
3767: 98-(15+44)=
3768: 83+14-12=
